notes,category,amount_idr,month,is_weekend,day_of_week
main escape room,hiburan,189000,7,False,Friday
beli tiket pertandingan,hiburan,235000,7,False,Friday
servis rutin motor,transportasi,782000,7,True,Saturday
naik krl commuter line,transportasi,165000,7,True,Saturday
beli saham blue chip,investasi,3892000,7,True,Sunday
bayar tagihan rs,kesehatan,1563000,7,True,Sunday
beli buku impor,pendidikan,125000,7,False,Monday
naik gojek pulang,transportasi,18000,7,False,Monday
belanja mingguan,lainnya,124000,7,False,Tuesday
transfer payroll kantor,gaji,17049000,7,False,Tuesday
makan bareng keluarga,makanan,338000,7,False,Tuesday
langganan hbo max,hiburan,201000,7,False,Tuesday
iuran rt bulanan,tempat_tinggal,154000,7,False,Tuesday
bayar pulsa bulanan,tagihan,355000,7,False,Tuesday
proyek desain presentasi,freelance,2153000,7,False,Tuesday
sewa buku di perpus,hiburan,185000,7,False,Tuesday
bayar deposit apartemen,tempat_tinggal,7231000,7,False,Tuesday
naik bus transjakarta,transportasi,28000,7,False,Wednesday
streaming disney,hiburan,126000,7,False,Wednesday
simpan dana darurat,tabungan,3642000,7,False,Thursday
bonus kinerja triwulan,gaji,15287000,7,False,Friday
insentif penjualan,bonus,4873000,7,False,Friday
ganti ban motor,transportasi,281000,7,True,Saturday
beli bubur pagi,makanan,15000,7,False,Monday
naik krl commuter line,transportasi,101000,7,False,Monday
uang muka sewa kos,tempat_tinggal,1169000,7,False,Monday
beli snack kantor,makanan,26000,7,False,Tuesday
bayar asuransi jiwa,tagihan,709000,7,False,Tuesday
perpanjang kontrak rumah,tempat_tinggal,3231000,7,False,Tuesday
beli nasi padang,makanan,77000,7,False,Tuesday
beli kartu krl,transportasi,56000,7,False,Wednesday
makan di kantin,makanan,39000,7,False,Thursday
beli roti pagi,makanan,14000,7,False,Thursday
tagihan provider bulan ini,tagihan,95000,7,False,Thursday
bayar sewa rumah,tempat_tinggal,4442000,7,False,Friday
jasa produksi podcast,freelance,7868000,7,False,Friday
bayar ukt semester,pendidikan,144000,7,False,Friday
makan di warteg,makanan,61000,7,False,Friday
bayar paket data,tagihan,73000,7,False,Friday
beli es teh manis,makanan,10000,7,False,Friday
perpanjang kontrak rumah,tempat_tinggal,4755000,7,True,Saturday
beli cilok,makanan,104000,7,True,Saturday
sarapan nasi uduk,makanan,74000,7,True,Saturday
pendapatan kursus online,freelance,949000,7,True,Saturday
beli suplemen daya tahan,kesehatan,396000,7,True,Sunday
transfer payroll kantor,gaji,8091000,7,True,Sunday
bayar sewa rumah,tempat_tinggal,3495000,7,True,Sunday
transfer gaji dari hrd,gaji,14166000,8,False,Monday
beli skin game,hiburan,185000,8,False,Monday
naik grab ke kantor,transportasi,16000,8,False,Monday
keuntungan investasi saham,investasi,1743000,8,False,Monday
bayar tagihan gas,tagihan,125000,8,False,Tuesday
deposit awal sewa,tempat_tinggal,10500000,8,False,Tuesday
beli gorengan sore,makanan,19000,8,False,Tuesday
pendapatan proyek konten,freelance,1827000,8,False,Tuesday
top up kartu etoll,transportasi,38000,8,False,Tuesday
return pp lending,investasi,3513000,8,False,Wednesday
beli bakso pinggir jalan,makanan,70000,8,False,Wednesday
beli snack kantor,makanan,42000,8,False,Wednesday
piknik di taman,hiburan,212000,8,False,Wednesday
beli saham teknologi,investasi,8508000,8,False,Wednesday
menabung rutin bulanan,tabungan,4095000,8,False,Thursday
beli alat tulis,pendidikan,78000,8,False,Thursday
beli cilok,makanan,71000,8,False,Thursday
liburan akhir pekan,hiburan,1148000,8,False,Thursday
beli minuman kekinian,makanan,51000,8,False,Friday
streaming disney,hiburan,77000,8,False,Friday
naik gojek pulang,transportasi,25000,8,False,Friday
insentif penjualan,bonus,2341000,8,False,Friday
main escape room,hiburan,221000,8,False,Friday
belanja bulanan,lainnya,133000,8,False,Friday
sewa ps sehari,hiburan,326000,8,False,Friday
ganti ban motor,transportasi,284000,8,False,Friday
pengeluaran mendadak,lainnya,167000,8,True,Saturday
belanja kebutuhan dapur,lainnya,177000,8,True,Saturday
pesan grabfood,makanan,92000,8,True,Saturday
makan soto ayam,makanan,120000,8,True,Saturday
beli jajanan pasar,makanan,73000,8,True,Saturday
bayar les privat,pendidikan,288000,8,True,Sunday
bayar deposit apartemen,tempat_tinggal,4417000,8,True,Sunday
bayar cek mata,kesehatan,169000,8,False,Tuesday
bayar parkir kantor,transportasi,16000,8,False,Tuesday
bayar kontrakan,tempat_tinggal,2387000,8,False,Wednesday
fee jasa copywriting,freelance,8439000,8,False,Wednesday
pesan pizza online,makanan,117000,8,False,Wednesday
nonton pertandingan bola,hiburan,406000,8,False,Wednesday
biaya sewa studio,tempat_tinggal,1918000,8,False,Thursday
makan berdua di cafe,makanan,98000,8,False,Thursday
streaming disney,hiburan,91000,8,False,Thursday
pesan ayam geprek,makanan,25000,8,False,Thursday
nonton pertandingan bola,hiburan,353000,8,False,Thursday
langganan netflix bulanan,hiburan,95000,8,False,Friday
isi bensin motor,transportasi,62000,8,False,Friday
beli kopi pagi,makanan,41000,8,False,Friday
pesan gofood malam,makanan,139000,8,False,Friday
beli suplemen daya tahan,kesehatan,359000,8,False,Friday
pesan grabfood,makanan,166000,8,True,Saturday
pesan mie ayam,makanan,142000,8,True,Saturday
pendapatan affiliate,freelance,1115000,8,True,Saturday
bonus tahunan masuk,bonus,8124000,8,True,Saturday
bayar tagihan phone,tagihan,226000,8,True,Sunday
bayar tagihan listrik,tagihan,389000,8,True,Sunday
beli keperluan dapur,lainnya,279000,8,True,Sunday
pesan martabak,makanan,133000,8,True,Sunday
makan di warung padang,makanan,98000,8,True,Sunday
beli minuman kekinian,makanan,76000,8,False,Monday
bayar seminar online,pendidikan,331000,8,False,Monday
menabung untuk liburan,tabungan,881000,8,False,Monday
beli laptop pelajar,pendidikan,5304000,8,False,Monday
langganan spotify premium,hiburan,20000,8,False,Monday
beli roti pagi,makanan,15000,8,False,Tuesday
beli ori pemerintah,investasi,1561000,8,False,Tuesday
main escape room,hiburan,156000,8,False,Wednesday
bayar wifi rumah,tagihan,299000,8,False,Wednesday
pesan pizza online,makanan,83000,8,False,Wednesday
bayar kos minggu pertama,tempat_tinggal,3412000,8,False,Wednesday
sarapan nasi uduk,makanan,99000,8,False,Thursday
bayaran proyek data entry,freelance,716000,8,False,Thursday
keuntungan investasi saham,investasi,8841000,8,False,Thursday
servis rutin motor,transportasi,285000,8,False,Thursday
bayar fisioterapi,kesehatan,546000,8,False,Friday
uang sewa bulan ini,tempat_tinggal,2689000,8,False,Friday
makan berdua di cafe,makanan,119000,8,False,Friday
setor tunai ke tabungan,tabungan,985000,8,False,Friday
biaya keamanan komplek,tempat_tinggal,1354000,8,True,Saturday
beli gorengan sore,makanan,12000,8,True,Saturday
bonus tahunan masuk,bonus,6713000,8,True,Sunday
naik mrt jakarta,transportasi,71000,8,True,Sunday
bonus kinerja triwulan,gaji,11085000,8,False,Monday
bayar bpjs ketenagakerjaan,tagihan,476000,8,False,Tuesday
makan di resto jepang,makanan,57000,8,False,Tuesday
beli produk rumahan,lainnya,346000,8,False,Tuesday
beli alat tulis,pendidikan,42000,8,False,Wednesday
main bowling,hiburan,212000,8,False,Wednesday
karaoke bareng teman,hiburan,207000,8,False,Wednesday
beli buku impor,pendidikan,222000,8,False,Thursday
iuran kebersihan lingkungan,tempat_tinggal,66000,8,False,Thursday
bayar parkir mall,transportasi,16000,8,True,Saturday
beli buku impor,pendidikan,205000,8,True,Saturday
bayar cicilan sewa tahunan,tempat_tinggal,1603000,8,True,Saturday
bayar les privat,pendidikan,350000,8,True,Saturday
iuran kebersihan lingkungan,tempat_tinggal,53000,8,True,Sunday
bayar kursus online,pendidikan,791000,8,True,Sunday
naik bus transjakarta,transportasi,11000,8,True,Sunday
pesan nasi goreng online,makanan,14000,8,True,Sunday
beli peralatan kebersihan,lainnya,156000,8,True,Sunday
sewa kos bulanan,tempat_tinggal,2888000,8,False,Monday
bayar rawat jalan,kesehatan,1035000,8,False,Monday
biaya pengelolaan apartemen,tempat_tinggal,4689000,8,False,Monday
bonus triwulan,bonus,2599000,8,False,Tuesday
setor tunai ke tabungan,tabungan,1695000,8,False,Tuesday
makan bareng keluarga,makanan,274000,8,False,Tuesday
bayar kursus bahasa inggris,pendidikan,513000,8,False,Wednesday
top up kartu etoll,transportasi,72000,8,False,Wednesday
beli masker kesehatan,kesehatan,423000,8,False,Wednesday
cicilan investasi bulanan,investasi,3925000,8,False,Wednesday
fee jasa copywriting,freelance,7089000,9,False,Thursday
bonus performance review,bonus,2619000,9,False,Thursday
cicilan investasi bulanan,investasi,4205000,9,False,Thursday
beli minuman kekinian,makanan,110000,9,False,Thursday
bayaran proyek data entry,freelance,501000,9,False,Thursday
gaji bulanan masuk,gaji,9599000,9,False,Thursday
bayar kontrakan,tempat_tinggal,3008000,9,False,Thursday
proyek animasi klien,freelance,10048000,9,False,Thursday
fee jasa copywriting,freelance,3129000,9,False,Friday
beli roti pagi,makanan,9000,9,False,Friday
makan di food court,makanan,93000,9,True,Saturday
tes laboratorium,kesehatan,354000,9,True,Saturday
bayar premi asuransi,tagihan,743000,9,True,Saturday
iuran rt bulanan,tempat_tinggal,122000,9,True,Saturday
bayar tol,transportasi,38000,9,True,Saturday
konsultasi ke dokter umum,kesehatan,681000,9,True,Sunday
konsultasi gigi,kesehatan,145000,9,True,Sunday
servis ac mobil,transportasi,394000,9,True,Sunday
main biliar,hiburan,158000,9,True,Sunday
bayar seminar online,pendidikan,171000,9,False,Monday
makan di warung padang,makanan,77000,9,False,Monday
pesan martabak,makanan,158000,9,False,Monday
bayar kos bulanan,tempat_tinggal,1906000,9,False,Monday
pesan shopeefood siang,makanan,90000,9,False,Monday
pendapatan kursus online,freelance,983000,9,False,Tuesday
bayar tagihan air,tagihan,81000,9,False,Tuesday
perpanjang sewa kos,tempat_tinggal,1356000,9,False,Tuesday
bayar bpjs ketenagakerjaan,tagihan,254000,9,False,Tuesday
beli es teh manis,makanan,21000,9,False,Wednesday
sewa ps sehari,hiburan,238000,9,False,Wednesday
pesan gofood malam,makanan,49000,9,False,Wednesday
isi saldo emoney,transportasi,131000,9,False,Wednesday
bayar sewa apartemen,tempat_tinggal,6408000,9,False,Wednesday
makan soto ayam,makanan,150000,9,False,Thursday
sewa ps sehari,hiburan,346000,9,False,Friday
sewa buku di perpus,hiburan,127000,9,False,Friday
tabungan masa depan,tabungan,1154000,9,False,Friday
belanja kebutuhan dapur,lainnya,97000,9,False,Friday
bayar ipl apartemen,tempat_tinggal,4781000,9,True,Saturday
deposit awal sewa,tempat_tinggal,9110000,9,True,Saturday
beli buku impor,pendidikan,300000,9,True,Sunday
beli produk rumahan,lainnya,163000,9,True,Sunday
beli jajanan pasar,makanan,91000,9,True,Sunday
beli peralatan kebersihan,lainnya,196000,9,True,Sunday
keuntungan dari portofolio,investasi,2109000,9,True,Sunday
naik krl commuter line,transportasi,273000,9,True,Sunday
bayar tagihan air,tagihan,50000,9,True,Sunday
investasi reksa dana pasar uang,investasi,2883000,9,True,Sunday
beli es teh manis,makanan,20000,9,False,Monday
beli obat bebas,kesehatan,185000,9,False,Monday
naik ojek online,transportasi,110000,9,False,Monday
bayar bootcamp,pendidikan,250000,9,False,Monday
insentif penjualan,bonus,2955000,9,False,Tuesday
insentif bulanan,bonus,4500000,9,False,Tuesday
bayar sewa rumah,tempat_tinggal,1496000,9,False,Tuesday
servis rutin motor,transportasi,798000,9,False,Wednesday
gaji periode ini masuk,gaji,6490000,9,False,Wednesday
langganan youtube premium,hiburan,171000,9,False,Wednesday
beli tiket festival,hiburan,146000,9,False,Thursday
bayar imunisasi,kesehatan,399000,9,False,Thursday
bayar wifi rumah,tagihan,152000,9,False,Friday
langganan netflix bulanan,hiburan,159000,9,False,Friday
pesan gofood malam,makanan,139000,9,True,Saturday
beli perlengkapan kamar,lainnya,117000,9,True,Saturday
tagihan pln bulan ini,tagihan,405000,9,True,Saturday
perpanjang kontrak rumah,tempat_tinggal,2750000,9,True,Sunday
bayar premium spotify,tagihan,342000,9,True,Sunday
menabung untuk beli rumah,tabungan,1666000,9,False,Tuesday
bayar tagihan air,tagihan,69000,9,False,Tuesday
beli tiket kereta,transportasi,421000,9,False,Tuesday
pengeluaran harian,lainnya,331000,9,False,Wednesday
bayar tagihan air,tagihan,105000,9,False,Wednesday
biaya keamanan komplek,tempat_tinggal,3361000,9,False,Wednesday
bayar tagihan phone,tagihan,172000,9,False,Wednesday
biaya keamanan komplek,tempat_tinggal,1719000,9,False,Thursday
biaya pengelolaan apartemen,tempat_tinggal,6976000,9,False,Thursday
isi saldo emoney,transportasi,185000,9,False,Thursday
beli tiket kereta,transportasi,316000,9,False,Thursday
konsultasi gigi,kesehatan,242000,9,False,Thursday
bayar premi asuransi,tagihan,577000,9,False,Thursday
biaya keamanan komplek,tempat_tinggal,1681000,9,False,Friday
makan di resto jepang,makanan,121000,9,False,Friday
langganan youtube premium,hiburan,259000,9,False,Friday
bayar parkir kantor,transportasi,16000,9,False,Friday
perpanjang kontrak rumah,tempat_tinggal,3676000,9,False,Friday
beli suplemen daya tahan,kesehatan,250000,9,True,Saturday
bayar paket data,tagihan,71000,9,True,Saturday
bayar cicilan motor,tagihan,281000,9,True,Saturday
nonton bioskop bareng,hiburan,189000,9,True,Saturday
sewa ps sehari,hiburan,157000,9,True,Sunday
tagihan pln bulan ini,tagihan,250000,9,True,Sunday
jasa edit video,freelance,3100000,9,False,Monday
sarapan nasi uduk,makanan,152000,9,False,Monday
naik angkot ke pasar,transportasi,9000,9,False,Monday
beli minuman kekinian,makanan,73000,9,False,Monday
beli obat di apotek,kesehatan,313000,9,False,Monday
bayar workshop desain,pendidikan,484000,9,False,Tuesday
makan di kfc,makanan,43000,9,False,Tuesday
tabungan masa depan,tabungan,756000,9,False,Tuesday
beli bubur pagi,makanan,35000,9,False,Tuesday
beli topup game,hiburan,86000,9,False,Wednesday
bayar wifi rumah,tagihan,396000,9,False,Wednesday
nonton pertandingan bola,hiburan,144000,9,False,Wednesday
servis ac mobil,transportasi,927000,9,False,Thursday
beli modul belajar,pendidikan,196000,9,False,Thursday
beli saham teknologi,investasi,7458000,9,False,Thursday
pesan nasi goreng online,makanan,34000,9,False,Thursday
bayar sewa rumah,tempat_tinggal,2563000,9,False,Friday
bayaran proyek desain ui,freelance,2837000,9,False,Friday
menabung rutin bulanan,tabungan,2432000,10,True,Saturday
makan malam di restoran,makanan,130000,10,True,Saturday
makan soto ayam,makanan,104000,10,True,Saturday
nonton bioskop bareng,hiburan,189000,10,True,Saturday
bayar tagihan gas,tagihan,45000,10,True,Saturday
makan bareng keluarga,makanan,378000,10,True,Saturday
piknik di taman,hiburan,181000,10,True,Sunday
makan berdua di cafe,makanan,60000,10,True,Sunday
top up emas antam digital,investasi,1243000,10,False,Monday
jasa pembuatan aplikasi,freelance,4763000,10,False,Monday
sarapan nasi uduk,makanan,150000,10,False,Monday
simpan untuk keperluan mendesak,tabungan,1756000,10,False,Monday
keuntungan dari portofolio,investasi,4656000,10,False,Monday
servis ac mobil,transportasi,279000,10,False,Monday
top up investasi crypto,investasi,2931000,10,False,Monday
beli snack kantor,makanan,19000,10,False,Monday
ganti ban motor,transportasi,383000,10,False,Tuesday
pesan mie ayam,makanan,136000,10,False,Tuesday
sewa buku di perpus,hiburan,161000,10,False,Tuesday
naik ojek online,transportasi,36000,10,False,Tuesday
perpanjang kontrak rumah,tempat_tinggal,4065000,10,False,Tuesday
ganti ban motor,transportasi,488000,10,False,Wednesday
beli laptop pelajar,pendidikan,9720000,10,False,Wednesday
tagihan pln bulan ini,tagihan,450000,10,False,Wednesday
beli modul belajar,pendidikan,245000,10,False,Wednesday
belanja mingguan,lainnya,265000,10,False,Thursday
beli produk rumahan,lainnya,271000,10,False,Thursday
bayar fisioterapi,kesehatan,150000,10,False,Thursday
bayar uang kebersihan,tempat_tinggal,78000,10,False,Friday
iuran rt bulanan,tempat_tinggal,82000,10,False,Friday
perpanjang sewa kos,tempat_tinggal,1524000,10,False,Friday
bayar workshop desain,pendidikan,365000,10,False,Friday
perpanjang kontrak rumah,tempat_tinggal,2808000,10,False,Friday
bayar kursus bahasa inggris,pendidikan,661000,10,True,Saturday
ganti oli motor,transportasi,120000,10,True,Saturday
beli kebutuhan pribadi,lainnya,109000,10,True,Saturday
bayar parkir kantor,transportasi,12000,10,True,Saturday
top up reksa dana campuran,investasi,3162000,10,False,Monday
bayar cicilan sewa tahunan,tempat_tinggal,1592000,10,False,Monday
beli minuman kekinian,makanan,119000,10,False,Tuesday
bayar kursus desain,pendidikan,1094000,10,False,Tuesday
bayar cicilan hp,tagihan,138000,10,False,Tuesday
bayar cicilan motor,tagihan,242000,10,False,Wednesday
naik ojek online,transportasi,226000,10,False,Wednesday
bayaran proyek data entry,freelance,410000,10,False,Wednesday
beli kartu krl,transportasi,80000,10,False,Thursday
bayar uang kebersihan,tempat_tinggal,82000,10,False,Thursday
perpanjang sewa kos,tempat_tinggal,2586000,10,False,Thursday
pengeluaran mendadak,lainnya,144000,10,False,Thursday
main game online,hiburan,116000,10,False,Thursday
pesan martabak,makanan,138000,10,False,Thursday
isi saldo emoney,transportasi,210000,10,False,Thursday
bayar ipl apartemen,tempat_tinggal,7766000,10,False,Thursday
bayar bpjs ketenagakerjaan,tagihan,388000,10,False,Friday
bayar sewa rumah,tempat_tinggal,2593000,10,False,Friday
naik bus transjakarta,transportasi,10000,10,False,Friday
bayar sewa apartemen,tempat_tinggal,6794000,10,False,Friday
langganan spotify premium,hiburan,47000,10,False,Friday
bayar kontrakan,tempat_tinggal,4200000,10,False,Friday
beli gorengan sore,makanan,12000,10,True,Saturday
pesan burger online,makanan,62000,10,True,Saturday
naik travel antar kota,transportasi,172000,10,True,Saturday
bayar parkir mall,transportasi,11000,10,True,Saturday
makan di kfc,makanan,50000,10,True,Sunday
transaksi harian rutin,lainnya,204000,10,True,Sunday
bayar kursus bahasa inggris,pendidikan,1890000,10,False,Monday
pesan martabak,makanan,150000,10,False,Monday
jasa penerjemah dokumen,freelance,6204000,10,False,Monday
bayar parkir kantor,transportasi,16000,10,False,Monday
bayar kartu kredit,tagihan,429000,10,False,Tuesday
beli snack kantor,makanan,49000,10,False,Tuesday
iuran kebersihan lingkungan,tempat_tinggal,54000,10,False,Wednesday
